starttime	seconds	ctime	dtime	ttime	wait
Wed Feb 08 12:00:32 2017	1486555232	1	1022	1024	1021
Wed Feb 08 12:00:32 2017	1486555232	1	1022	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	3	1021	1024	1020
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	5	1019	1024	1017
Wed Feb 08 12:00:34 2017	1486555234	1	1023	1024	1022
Wed Feb 08 12:00:35 2017	1486555235	1	1022	1024	1021
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1018
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:30 2017	1486555230	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1020
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:30 2017	1486555230	1	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:26 2017	1486555226	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:32 2017	1486555232	2	1022	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	0	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:30 2017	1486555230	1	1023	1024	1023
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1019
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	3	1021	1024	1019
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:31 2017	1486555231	5	1019	1024	1017
Wed Feb 08 12:00:34 2017	1486555234	4	1020	1024	1020
Wed Feb 08 12:00:26 2017	1486555226	0	1024	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	0	1023	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1023
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1023
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1023
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	1	1023	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1022	1024	1022
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:35 2017	1486555235	0	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1024	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	1	1023	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1024	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1024	1023
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1024	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	1	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1024	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1024	1024	1024
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1024	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1024	1024	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1024	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1024	1024
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1024	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1025	1024
Wed Feb 08 12:00:33 2017	1486555233	0	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:33 2017	1486555233	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:33 2017	1486555233	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:33 2017	1486555233	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:33 2017	1486555233	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1023	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:34 2017	1486555234	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:30 2017	1486555230	1	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1025
Wed Feb 08 12:00:34 2017	1486555234	1	1024	1025	1022
Wed Feb 08 12:00:31 2017	1486555231	2	1023	1025	1022
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:32 2017	1486555232	0	1024	1025	1024
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:28 2017	1486555228	1	1024	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	1	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1023
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	1	1024	1025	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:35 2017	1486555235	0	1025	1025	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1022
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	1	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1022
Wed Feb 08 12:00:34 2017	1486555234	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	1	1024	1025	1024
Wed Feb 08 12:00:32 2017	1486555232	0	1025	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	1	1024	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	1	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:30 2017	1486555230	0	1025	1025	1025
Wed Feb 08 12:00:29 2017	1486555229	0	1024	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:34 2017	1486555234	0	1025	1025	1025
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
Wed Feb 08 12:00:29 2017	1486555229	0	1025	1025	1025
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	0	1024	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	1	1024	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	1	1024	1025	1024
Wed Feb 08 12:00:34 2017	1486555234	1	1024	1025	1024
Wed Feb 08 12:00:31 2017	1486555231	0	1025	1025	1024
